ID	Name_submitted	Overall_score	Name_matched_id	Name_matched	Name_score	Name_matched_rank	Author_submitted	Author_matched	Author_score	Canonical_author	Name_matched_accepted_family	Genus_submitted	Genus_matched	Genus_score	Specific_epithet_submitted	Specific_epithet_matched	Specific_epithet_score	Family_submitted	Family_matched	Family_score	Infraspecific_rank	Infraspecific_epithet_matched	Infraspecific_epithet_score	Infraspecific_rank_2	Infraspecific_epithet_2_matched	Infraspecific_epithet_2_score	Annotations	Unmatched_terms	Name_matched_url	Name_matched_lsid	Phonetic	Taxonomic_status	Accepted_name	Accepted_species	Accepted_name_author	Accepted_name_id	Accepted_name_rank	Accepted_name_url	Accepted_name_lsid	Accepted_family	Overall_score_order	Highertaxa_score_order	Source	Warnings
1	"'Arecaceae Mauritia'"	1	661369	Mauritia	1	genus				"L. f."	Arecaceae	Mauritia	Mauritia	1				Arecaceae	Arecaceae	1								'	http://www.tropicos.org/Name/40015082		Y	Accepted	Mauritia		"L. f."	661369	genus	http://www.tropicos.org/Name/40015082		Arecaceae	1	1	tropicos	0
2	"'Solanaceae Solanum bipatens Dunal'"	1	511364	"Solanum bipatens"	1	species	Dunal	Dunal	1	Dunal	Solanaceae	Solanum	Solanum	1	bipatens	bipatens	1	Solanaceae	Solanaceae	1								'	http://www.tropicos.org/Name/29601231		Y	"No opinion"									1	1	tropicos	0
3	"'HYPOPTERYGIACEAE Hypopterygium incrassatolimbatum Mll. Hal.'"	0.96646	567775	"Hypopterygium incrassatolimbatum"	1	species	"Mll. Hal."	"Müll. Hal."	0.8323	"Müll. Hal."	Hypopterygiaceae	Hypopterygium	Hypopterygium	1	incrassatolimbatum	incrassatolimbatum	1	Hypopterygiaceae	Hypopterygiaceae	1								'	http://www.tropicos.org/Name/35129557		Y	Synonym	"Hypopterygium tamarisci"	"Hypopterygium tamarisci"	"(Sw.) Brid. ex Müll. Hal."	567887	species	http://www.tropicos.org/Name/35129670		Hypopterygiaceae	1	1	tropicos	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.59957384396743	55516	"Diplothrix juniperifolia"	0.59957384396743	species				DC.	Asteraceae	Diplothrix	Diplothrix	1	juniperifolia	juniperifolia	1	Helotiaceae										'Helotiaceae	http://www.tropicos.org/Name/2705463		Y	Synonym	"Zinnia juniperifolia"	"Zinnia juniperifolia"	"(DC.) A. Gray"	91460	species	http://www.tropicos.org/Name/2743155		Asteraceae	1	7	tropicos	4
5	"'Arecaceae Leopoldinia pulchra Mart.'"	1	37359	"Leopoldinia pulchra"	1	species	Mart.	Mart.	1	Mart.	Arecaceae	Leopoldinia	Leopoldinia	1	pulchra	pulchra	1	Arecaceae	Arecaceae	1								'	http://www.tropicos.org/Name/2400575		Y	Accepted	"Leopoldinia pulchra"	"Leopoldinia pulchra"	Mart.	37359	species	http://www.tropicos.org/Name/2400575		Arecaceae	1	1	tropicos	0
6	"'Melastomataceae Leandra schenckii'"	1	305732	"Leandra schenckii"	1	species				Cogn.	Melastomataceae	Leandra	Leandra	1	schenckii	schenckii	1	Melastomataceae	Melastomataceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Leandra+schenckii		Y	Synonym	"Leandra regnellii"	"Leandra regnellii"	"(Triana) Cogn."	305723	species	http://www.theplantlist.org/tpl1.1/search?q=Leandra+regnellii		Melastomataceae	1	1	tpl	0
7	"'Hydnocarpus macrocarpa'"	1	1284586	"Hydnocarpus macrocarpa"	1	species				Warb.	Achariaceae	Hydnocarpus	Hydnocarpus	1	macrocarpa	macrocarpa	1											'	http://www.tropicos.org/Name/100431320		Y	Accepted	"Hydnocarpus macrocarpa"	"Hydnocarpus macrocarpa"	Warb.	1284586	species	http://www.tropicos.org/Name/100431320		Achariaceae	1	1	tropicos	0
8	"'Campyliaceae Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop.'"	0.67965907517394	540191	"Warnstorfia trichophylla"	0.59957384396743	species	"(Warnst. ) Tuom. & T. J. Kop."	"(Warnst.) Tuom. & T.J. Kop."	1	"(Warnst.) Tuom. & T.J. Kop."	Amblystegiaceae	Warnstorfia	Warnstorfia	1	trichophylla	trichophylla	1	Campyliaceae										'Campyliaceae	http://www.theplantlist.org/tpl1.1/search?q=Warnstorfia+trichophylla		Y	Accepted	"Warnstorfia trichophylla"	"Warnstorfia trichophylla"	"(Warnst.) Tuom. & T.J. Kop."	540191	species	http://www.theplantlist.org/tpl1.1/search?q=Warnstorfia+trichophylla		Amblystegiaceae	1	3	tpl	4
9	"'Piper arboreum Aubl.'"	1	363887	"Piper arboreum"	1	species	Aubl.	Aubl.	1	Aubl.	Piperaceae	Piper	Piper	1	arboreum	arboreum	1											'	http://www.tropicos.org/Name/25002004		Y	Accepted	"Piper arboreum"	"Piper arboreum"	Aubl.	363887	species	http://www.tropicos.org/Name/25002004		Piperaceae	1	1	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	1	387911	"Pseudochaetochloa australiensis"	1	species	Hitchc.	Hitchc.	1	Hitchc.	Poaceae	Pseudochaetochloa	Pseudochaetochloa	1	australiensis	australiensis	1	Poaceae	Poaceae	1								'	http://www.tropicos.org/Name/25520644		Y	Accepted	"Pseudochaetochloa australiensis"	"Pseudochaetochloa australiensis"	Hitchc.	387911	species	http://www.tropicos.org/Name/25520644		Poaceae	1	1	tropicos	0
11	"'Juglandaceae Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton'"	1	742235	"Engelhardia spicata var. colebrookeana"	1	variety	"(Lindl. ex Wall. ) Koord. & Valeton"	"(Lindl. ex Wall.) Koord. & Valeton"	1	"(Lindl. ex Wall.) Koord. & Valeton"	Juglandaceae	Engelhardia	Engelhardia	1	spicata	spicata	1	Juglandaceae	Juglandaceae	1	var.	colebrookeana	1					'	http://www.tropicos.org/Name/50058823		Y	Accepted	"Engelhardia spicata var. colebrookeana"	"Engelhardia spicata"	"(Lindl. ex Wall.) Koord. & Valeton"	742235	variety	http://www.tropicos.org/Name/50058823		Juglandaceae	1	1	tropicos	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.9	672043	Hibiscus	1	genus				L.	Malvaceae	Hibiscus	Hibiscus	1				Malvaceae	Malvaceae	1								"'\Old Yella\"	http://www.tropicos.org/Name/40025797		Y	Accepted	Hibiscus		L.	672043	genus	http://www.tropicos.org/Name/40025797		Malvaceae	1	1	tropicos	0
13	"'Fabaceae Mimosa vepres Lindm.'"	1	195914	"Mimosa vepres"	1	species	Lindm.	Lindm.	1	Lindm.	Fabaceae	Mimosa	Mimosa	1	vepres	vepres	1	Fabaceae	Fabaceae	1								'	http://www.tropicos.org/Name/13016607		Y	Synonym	"Mimosa hexandra"	"Mimosa hexandra"	Micheli	195642	species	http://www.tropicos.org/Name/13016329		Fabaceae	1	1	tropicos	0
14	"'Berberidaceae Epimedium xpurpureum Bailly'"	0.99220291594595	1576258	"Epimedium purpureum"	0.99025364493243	species	Bailly	Bailly	1	Bailly	Berberidaceae	Epimedium	Epimedium	1	xpurpureum	purpureum	0.9	Berberidaceae	Berberidaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Epimedium+purpureum			Synonym	"Epimedium x rubrum"	"Epimedium x rubrum"	E.Morren	1576261	species	http://www.theplantlist.org/tpl1.1/search?q=Epimedium+rubrum		Berberidaceae	1	1	tpl	0
15	"'Asteraceae Senecio beguei Humbert'"	1	54198	"Senecio beguei"	1	species	Humbert	Humbert	1	Humbert	Asteraceae	Senecio	Senecio	1	beguei	beguei	1	Asteraceae	Asteraceae	1								'	http://www.tropicos.org/Name/2704110		Y	Synonym	"Hubertia beguei"	"Hubertia beguei"	"(Humbert) C. Jeffrey"	761966	species	http://www.tropicos.org/Name/50079046		Asteraceae	1	1	tropicos	0
16	"'Coelogyne fragrans'"	1	338336	"Coelogyne fragrans"	1	species				Schltr.	Orchidaceae	Coelogyne	Coelogyne	1	fragrans	fragrans	1											'	http://www.theplantlist.org/tpl1.1/search?q=Coelogyne+fragrans		Y	Accepted	"Coelogyne fragrans"	"Coelogyne fragrans"	Schltr.	338336	species	http://www.theplantlist.org/tpl1.1/search?q=Coelogyne+fragrans		Orchidaceae	1	1	tpl	0
17	"'Cyperaceae Rhynchospora cephalotes (L. ) Vahl'"	0.89362	155360	"Rhynchospora cephalotes"	1	species	"(L. ) Vahl"	"(L.) Vahl"	0.4681	"(L.) Vahl"	Cyperaceae	Rhynchospora	Rhynchospora	1	cephalotes	cephalotes	1	Cyperaceae	Cyperaceae	1								'	http://www.tropicos.org/Name/9902345		Y	Accepted	"Rhynchospora cephalotes"	"Rhynchospora cephalotes"	"(L.) Vahl"	155360	species	http://www.tropicos.org/Name/9902345		Cyperaceae	1	1	tropicos	0
18	"'Pteridophyte Nephrolepis mollis Rosenst.'"						Nephrolepis					Pteridophyte																"'Pteridophyte Nephrolepis mollis Rosenst."													1	1		0
19	"'Piperaceae Piper crassipeduncullum'"	0.99458597734237	853598	"Piper crassipedunculum"	0.99458597734237	species				Yunck.	Piperaceae	Piper	Piper	1	crassipeduncullum	crassipedunculum	0.94117647058824	Piperaceae	Piperaceae	1								'	http://www.tropicos.org/Name/50173524		Y	Accepted	"Piper crassipedunculum"	"Piper crassipedunculum"	Yunck.	853598	species	http://www.tropicos.org/Name/50173524		Piperaceae	1	1	tropicos	0
20	"'Asteraceae Hieracium billyanum var. parvulum B. de Retz'"	0.77149326622765	1786241	"Hieracium billyanum"	0.77149326622765	species	"B. de Retz"			"de Retz"	Asteraceae	Hieracium	Hieracium	1	billyanum	billyanum	1	Asteraceae	Asteraceae	1								"'var. parvulum"	http://www.theplantlist.org/tpl1.1/search?q=Hieracium+billyanum		Y	Synonym	"Pilosella billyana"	"Pilosella billyana"	"(de Retz) Mateo"	1663830	species	http://www.theplantlist.org/tpl1.1/search?q=Pilosella+billyana		Asteraceae	1	1	tpl	1
21	"'Asteraceae Bartlettina macrocephala (Benth. ) R. King & H. Rob.'"	0.9896	1670405	"Bartlettina macrocephala"	1	species	"(Benth. ) R. King & H. Rob."	"(Benth.) R.M.King & H.Rob."	0.948	"(Benth.) R.M.King & H.Rob."	Asteraceae	Bartlettina	Bartlettina	1	macrocephala	macrocephala	1	Asteraceae	Asteraceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Bartlettina+macrocephala		Y	Accepted	"Bartlettina macrocephala"	"Bartlettina macrocephala"	"(Benth.) R.M.King & H.Rob."	1670405	species	http://www.theplantlist.org/tpl1.1/search?q=Bartlettina+macrocephala		Asteraceae	1	1	tpl	0
22	"'Aspleniaceae Asplenium umbrosum Schrad.'"	1	1266294	"Asplenium umbrosum"	1	species	Schrad.	Schrad.	1	Schrad.	Aspleniaceae	Asplenium	Asplenium	1	umbrosum	umbrosum	1	Aspleniaceae	Aspleniaceae	1								'	http://www.tropicos.org/Name/100393655		Y	"No opinion"									1	1	tropicos	0
23	"'Poaceae Alopecurus colobachnoides Trin.'"	1	372269	"Alopecurus colobachnoides"	1	species	Trin.	Trin.	1	Trin.	Poaceae	Alopecurus	Alopecurus	1	colobachnoides	colobachnoides	1	Poaceae	Poaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Alopecurus+colobachnoides		Y	Synonym	"Alopecurus brachystachyus"	"Alopecurus brachystachyus"	M.Bieb.	1747226	species	http://www.theplantlist.org/tpl1.1/search?q=Alopecurus+brachystachyus		Poaceae	1	1	tpl	0
24	"'Cyperaceae Carex wrightii Dewey'"	1	771122	"Carex wrightii"	1	species	Dewey	Dewey	1	Dewey	Cyperaceae	Carex	Carex	1	wrightii	wrightii	1	Cyperaceae	Cyperaceae	1								'	http://www.tropicos.org/Name/50088352		Y	"No opinion"									1	1	tropicos	0
25	"'Piperaceae Peperomia tetragona'"	1	362295	"Peperomia tetragona"	1	species				"Ruiz & Pav."	Piperaceae	Peperomia	Peperomia	1	tetragona	tetragona	1	Piperaceae	Piperaceae	1								'	http://www.tropicos.org/Name/25000380		Y	Accepted	"Peperomia tetragona"	"Peperomia tetragona"	"Ruiz & Pav."	362295	species	http://www.tropicos.org/Name/25000380		Piperaceae	1	1	tropicos	0
26	"'Tulipa pulchella'"	1	1146092	"Tulipa pulchella"	1	species				"(Regel) Baker"	Liliaceae	Tulipa	Tulipa	1	pulchella	pulchella	1											'	http://www.tropicos.org/Name/100270945		Y	Accepted	"Tulipa pulchella"	"Tulipa pulchella"	"(Regel) Baker"	1146092	species	http://www.tropicos.org/Name/100270945		Liliaceae	1	1	tropicos	0
27	"'Cyperaceae Carex divisa subsp. ammophila (Willd. ) C. Vicioso'"	1	1037861	"Carex divisa subsp. ammophila"	1	subspecies	"(Willd. ) C. Vicioso"	"(Willd.) C. Vicioso"	1	"(Willd.) C. Vicioso"	Cyperaceae	Carex	Carex	1	divisa	divisa	1	Cyperaceae	Cyperaceae	1	subsp.	ammophila	1					'	http://www.tropicos.org/Name/100162020		Y	Accepted	"Carex divisa subsp. ammophila"	"Carex divisa"	"(Willd.) C. Vicioso"	1037861	subspecies	http://www.tropicos.org/Name/100162020		Cyperaceae	1	1	tropicos	0
28	"'Bignoniaceae Jacaranda heteroptila Bureau & K. Schum.'"	1	820341	"Jacaranda heteroptila"	1	species	"Bureau & K. Schum."	"Bureau & K. Schum."	1	"Bureau & K. Schum."	Bignoniaceae	Jacaranda	Jacaranda	1	heteroptila	heteroptila	1	Bignoniaceae	Bignoniaceae	1								'	http://www.tropicos.org/Name/50138967		Y	Synonym	"Jacaranda macrantha"	"Jacaranda macrantha"	Cham.	97200	species	http://www.tropicos.org/Name/3700290		Bignoniaceae	1	1	tropicos	0
29	"'Aquifoliaceae Ilex fruticosa S. Andrews'"	1	1589586	"Ilex fruticosa"	1	species	"S. Andrews"	S.Andrews	1	S.Andrews	Aquifoliaceae	Ilex	Ilex	1	fruticosa	fruticosa	1	Aquifoliaceae	Aquifoliaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Ilex+fruticosa		Y	"No opinion"									1	1	tpl	0
